status_id,permalink,post_type,sharetext,headline,link,full_picture,created_time,date,hour,page_total_likes,page_new_likes,post_impressions,post_reach,post_reach_fan_unique,post_reach_viral_unique,comments_on_post,likes_on_post,shares_on_post,total_comments,total_likes,total_shares,comments_on_shares,likes_on_shares,shares_on_shares,link_clicks,photo_view,video_play,other_clicks,post_negative_feedback,post_story_adds,post_stories,post_storytellers,post_consumptions,post_engaged_users,post_engaged_fan,post_video_complete_views_30s_autoplayed,post_video_complete_views_30s_clicked_to_play,post_video_complete_views_30s_organic,post_video_complete_views_30s_paid,post_video_complete_views_30s_unique,post_video_avg_time_watched,post_video_complete_views_organic_unique,post_video_length,post_video_views,post_video_views_autoplayed,post_video_views_clicked_to_play,post_video_views_10s_unique,post_video_views_10s_autoplayed,post_video_views_10s_clicked_to_play,post_video_views_10s_sound_on,post_video_views_sound_on,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40
1405630409737397_1817378435229257,https://www.facebook.com/1405630409737397_1817378435229257,photo,I'm that friend.,,https://www.facebook.com/wearemitu/photos/a.1405639273069844.1073741828.1405630409737397/1817378391895928/?type=3,https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/20840802_1817378391895928_7651014618882271666_n.jpg?oh=039cea023db44f0d338420914630acc5&oe=5A2A98F7,17/08/2017 4:00,17/08/2017,4:00,NA,NA,435689,298266,256999,42227,370,2974,349,888,3599,359,518,625,10,68,1313,0,3361,33,4846,4846,4283,4742,7513,6143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405630409737397_1817376091896158,https://www.facebook.com/1405630409737397_1817376091896158,video,<f0><U+009F><U+0092><U+0080><f0><U+009F><U+0098><U+0082>,,https://www.facebook.com/wearemitu/videos/1817376091896158/,https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20935227_1817376568562777_1278428802707357696_n.jpg?oh=264e2694d9ee3a21ad04986af65201ff&oe=5A1FB823,17/08/2017 6:00,17/08/2017,6:00,NA,NA,503161,330882,296200,29075,445,2243,555,734,2632,572,289,389,17,54,91,3534,13368,25,3938,3938,3269,17047,15359,13430,5154,390,5544,0,5542,5134,5625,28926,109413,106224,3189,42623,40250,2475,21489,32397,0.5297,1,0.9983,0.9915,0.8788,0.7497,0.6841,0.6305,0.5593,0.4957,0.4323,0.3863,0.3603,0.2983,0.2507,0.224,0.2062,0.19,0.1657,0.148,0.1336,0.1219,0.1117,0.1029,0.0878,0.0784,0.0713,0.0666,0.0619,0.0569,0.0529,0.0487,0.0212,,,,,,,,
1405630409737397_1817248458575588,https://www.facebook.com/1405630409737397_1817248458575588,link,"""Dreamers alone cannot push Congress to act. We also need allies to do so.""",The DREAM Act Has Been Reintroduced And It May Have A Winning Chance This Time,https://wearemitu.com/things-that-matter/the-road-ahead-for-the-dream-act-is-not-hopeless/,https://scontent.xx.fbcdn.net/v/t45.1600-4/c23.12.750.400/p796x416/20712351_6093620237126_1413274527940476928_n.png?oh=d922eaf16a839810bafd680c626b7e75&oe=5A2C1ACB,17/08/2017 7:00,17/08/2017,7:00,NA,NA,210465,154194,141448,12266,23,1213,208,47,1540,197,24,327,0,3147,53,0,2083,20,1784,1784,1648,5283,5437,4267,4,0,4,0,4,0,4,0,92,89,3,37,34,3,17,23,0.4607,0.4719,1,1,0.9888,0.8989,0.8989,0.764,0.7079,0.6966,0.5955,0.5955,0.5169,0.4494,0.4157,0.3933,0.3933,0.3258,0.2809,0.2584,0.2472,0.2472,0.2247,0.2135,0.2022,0.1685,0.1685,0.1573,0.1348,0.1124,0.0899,0.0899,0.0787,0.0787,0.0562,0.0449,0.0449,0.0449,0.0449,0.0449,0.0112
1405630409737397_1817380488562385,https://www.facebook.com/1405630409737397_1817380488562385,photo,Me this morning.,,https://www.facebook.com/wearemitu/photos/a.1405639273069844.1073741828.1405630409737397/1817380018562432/?type=3,https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/20882530_1817380018562432_2069863330337703972_n.jpg?oh=654d4a2868fd74ec07755e06cbc5274f&oe=5A1978CE,17/08/2017 8:00,17/08/2017,8:00,NA,NA,1292535,843429,540546,314354,2359,13561,3239,4578,19722,3398,2219,6161,159,61,8428,0,8594,82,27698,27698,24263,17083,34022,23790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405630409737397_1817561981877569,https://www.facebook.com/1405630409737397_1817561981877569,link,This 'porque eres el hombre de la casa' thing is exhausting.,Bad Hombres,https://wearemitu.com/bad-hombres/this-is-the-kind-of-pressure-guys-have-to-deal-with-from-their-parents-as-they-start-hitting-their-late-20s/,https://scontent.xx.fbcdn.net/v/t45.1600-4/20862735_6093624634726_565385663734611968_n.png?oh=d9231c1cfc3462bc50f37b7dac703d1e&oe=5A30E2BF,17/08/2017 9:00,17/08/2017,9:00,NA,NA,27251,18721,18291,34,4,55,0,6,57,0,2,2,0,117,22,0,148,6,63,63,58,287,310,293,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405630409737397_1817583681875399,https://www.facebook.com/1405630409737397_1817583681875399,video,"We asked celebs at BeautyCon, ""What makes someone Fierce?""  
video",Fierce by mitú,https://www.facebook.com/fiercebymitu/videos/1882539031998128/,https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/20935630_1882539065331458_6029788789688238080_n.jpg?oh=1332bfc059c95336164e6a93712a0e9b&oe=5A19D038,17/08/2017 10:00,17/08/2017,10:00,NA,NA,382062,251526,243436,669,9,97,0,13,104,0,4,7,0,40,7,0,4945,21,117,117,112,4992,4607,4434,0,0,0,0,0,0,0,141587,55495,54968,527,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405630409737397_1816787558621678,https://www.facebook.com/1405630409737397_1816787558621678,link,"“The people need to know, firstly, that there is no freedom in Venezuela.”","Through Music, Nacho And Spotify Hope To Spread The Word Of Venezuela's Crisis",https://wearemitu.com/things-that-matter/nacho-is-bringing-attention-to-the-issues-plaguing-venezuela-through-this-spotify-playlist/,https://scontent.xx.fbcdn.net/v/t45.1600-4/20712174_6093627056326_3918775448460328960_n.png?oh=21ba12949effbe5f942d22a858d16af7&oe=5A1DA48D,17/08/2017 11:01,17/08/2017,11:01,NA,NA,69872,48272,43414,1430,6,187,40,10,200,40,4,13,0,190,14,0,242,8,250,250,226,446,568,513,14,1,15,0,15,0,9,0,76,73,3,29,27,2,13,23,0.65,1,0.55,0.4833,0.3833,0.35,0.3333,0.3333,0.2833,0.2667,0.25,0.2333,0.2333,0.2,0.2,0.2,0.2,0.2,0.1833,0.1833,0.1833,0.1833,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0.1333,0.1333,0.1333,0.15,0.15,0.0667
1405630409737397_1817615058538928,https://www.facebook.com/1405630409737397_1817615058538928,photo,"Join us for A Conversation With America: Know Your Health Rights, streaming LIVE tonight at 7pm with host Jaime Camil and special guests Laith Ashley, Joanna Cifredo & more.

Millions of undocumented immigrants make this country great. Their health matters too.

#Health4All #LCHCthrive",,https://www.facebook.com/wearemitu/photos/a.1405639273069844.1073741828.1405630409737397/1817614818538952/?type=3,https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/20800108_1817614818538952_280520356522550220_n.jpg?oh=724568cda5d135361cac1550d660fdfd&oe=5A2744D8,17/08/2017 12:00,17/08/2017,12:00,NA,NA,142676,98238,58574,38922,2,67,25,25,318,26,23,251,1,63,459,0,505,18,369,369,306,1027,1079,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405630409737397_1817621008538333,https://www.facebook.com/1405630409737397_1817621008538333,link,The judge was NOT happy with him.,A.B. Quintanilla Is In Custody For Failing To Appear In Court,https://wearemitu.com/no-pos-wow/ab-quintanilla-is-in-custody-for-failing-to-appear-for-a-court-case/,https://external.xx.fbcdn.net/safe_image.php?d=AQAvL2hwLJaMQbvO&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F08%2F17113935%2FAbe01.jpg&_nc_hash=AQA4QCcjhHWjlNK9,17/08/2017 13:00,17/08/2017,13:00,NA,NA,964905,619613,529949,80589,481,3094,363,1128,3615,369,647,521,6,25347,18,0,24362,94,5112,5112,4616,49727,42269,36537,4,0,4,0,4,0,0,0,15,14,1,5,5,0,2,6,0.5,1,0.4286,0.3571,0.3571,0.3571,0.3571,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2143,0.1429,0.1429,0.1429,0.1429,0.1429,0.1429,0.1429,0.1429,0.0714,0.0714,0.0714,0.0714,0.0714,0.0714,0.0714,0.0714,0.0714,0.0714,0,0,0,0
1405630409737397_1817592091874558,https://www.facebook.com/1405630409737397_1817592091874558,video,My mom leveled up after making this video.,,https://www.facebook.com/wearemitu/videos/1817592091874558/,https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/20954617_1817601155206985_1240266351835086848_n.jpg?oh=66923aeda0dc8d8fc5c4afe94257d75a&oe=5A29BB68,17/08/2017 13:30,17/08/2017,13:30,NA,NA,1685436,1093234,421052,465634,70,1800,286,156,2945,296,86,1145,10,85,138,8339,20744,79,3397,3397,2993,29306,25922,12654,40010,3446,22174,21282,42411,6869,3511,219817,322860,315417,7443,114244,114498,5770,62921,108374,0.9976,1,0.5731,0.4086,0.3276,0.264,0.1989,0.177,0.1422,0.1269,0.1125,0.1053,0.0976,0.0915,0.0826,0.0783,0.0756,0.0727,0.0701,0.0672,0.0654,0.0634,0.0612,0.0601,0.058,0.0548,0.0535,0.0517,0.0501,0.0489,0.0474,0.0429,0.0411,0.0402,0.0395,0.0377,0.0358,0.0348,0.0339,0.0331,0.0138
