"status_id","permalink","post_type","sharetext","headline","link","full_picture","created_time","date","hour","page_total_likes","page_new_likes","post_impressions","post_reach","post_reach_fan_unique","post_reach_viral_unique","comments_on_post","likes_on_post","shares_on_post","total_comments","total_likes","total_shares","comments_on_shares","likes_on_shares","shares_on_shares","link_clicks","photo_view","video_play","other_clicks","post_negative_feedback","post_story_adds","post_stories","post_storytellers","post_consumptions","post_engaged_users","post_engaged_fan","post_video_complete_views_30s_autoplayed","post_video_complete_views_30s_clicked_to_play","post_video_complete_views_30s_organic","post_video_complete_views_30s_paid","post_video_complete_views_30s_unique","post_video_avg_time_watched","post_video_complete_views_organic_unique","post_video_length","post_video_views","post_video_views_autoplayed","post_video_views_clicked_to_play","post_video_views_10s_unique","post_video_views_10s_autoplayed","post_video_views_10s_clicked_to_play","post_video_views_10s_sound_on","post_video_views_sound_on","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40"
"150424302108405_288357964981704","https://www.facebook.com/150424302108405_288357964981704","video","These dogs have great taste buds.","These dogs have great taste buds.","https://www.facebook.com/WeAreBadHombres/videos/288357964981704/","https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/21223117_288357978315036_1545310382489337856_n.jpg?oh=5267faf49640b7441f58a5bf626d443e&oe=5A5F46C7","2017-08-29 15:00:00","2017-08-29","15:00","188159","602","20402177","11170504","107922","10870218","26027","51213","61940","51175","169526","62375","25148","118313","435","241","256","83645","899476","1164","283076","283076","223798","983618","852990","14139","1303338","52511","1355638","211","1355849","14526","545378","98110","3471609","3403356","68253","1877247","1817295","59952","920760","1131970","0.5044","1","0.7397","0.611","0.5431","0.5081","0.4821","0.4582","0.4401","0.4269","0.4142","0.4009","0.3926","0.391","0.3905","0.389","0.3876","0.38","0.3628","0.3526","0.3343","0.3186","0.3096","0.3027","0.2934","0.2878","0.2743","0.256","0.2429","0.2357","0.2274","0.2208","0.2161","0.2117","0.2077","0.2023","0.1986","0.1895","0.1557","0.0784","0.0194"
"150424302108405_286995341784633","https://www.facebook.com/150424302108405_286995341784633","video","""I have scars that tell the untold recollections of my youth""","""I have scars that tell the untold recollections of my youth""","https://www.facebook.com/WeAreBadHombres/videos/286995341784633/","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/21153961_286995371784630_8916728281206620160_n.jpg?oh=348a18be77360e629b80ff834e74dab6&oe=5A164924","2017-08-27 10:00:00","2017-08-27","10:00","186901","866","458432","312996","20091","298861","10","269","193","115","942","209","105","673","16","54","6","1213","6032","33","1266","1266","881","7305","6153","704","6115","565","6584","96","6590","4934","2055","113918","76339","75290","1049","19467","18999","766","8475","19132","0.5723","1","0.5754","0.3278","0.2169","0.1663","0.1429","0.1233","0.108","0.0979","0.0887","0.0847","0.0815","0.0784","0.0763","0.0743","0.0729","0.0712","0.0686","0.0666","0.065","0.0626","0.0603","0.0584","0.0553","0.0529","0.0502","0.0488","0.0473","0.0459","0.0437","0.0426","0.0418","0.0409","0.0405","0.0394","0.0361","0.0323","0.0288","0.024","0.0099"
"150424302108405_286934908457343","https://www.facebook.com/150424302108405_286934908457343","video","Blow THIS!","Chapuline Blow Challenge","https://www.facebook.com/WeAreBadHombres/videos/286934908457343/","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/21171722_286947871789380_1145977435842412544_n.jpg?oh=c3a8ef0039861114d3d0674ec020dfdf&oe=5A196759","2017-08-25 15:31:46","2017-08-25","15:31","184790","1753","318966","225451","19261","211405","234","285","52","270","3182","53","36","2897","1","66","46","1182","4273","36","3505","3505","524","5567","4460","702","7085","444","7529","0","7481","7773","142","1230533","49095","48123","972","17846","17265","656","7238","13512","1","0.2492","0.0528","0.0238","0.0165","0.0161","0.016","0.0162","0.015","0.0147","0.0136","0.0131","0.0115","0.0118","0.0136","0.0117","0.012","0.0109","0.0111","0.0097","0.0095","0.009","0.0093","0.008","0.0083","0.0092","0.01","0.0112","0.0123","0.0131","0.0123","0.0116","0.0133","0.014","0.0166","0.019","0.0121","0.0105","0.0087","0.008","0.0047"
"150424302108405_286626641821503","https://www.facebook.com/150424302108405_286626641821503","link","Once the catcher's mask flew off, it was ON.","The Yankees And Tigers Got Into A Brawl After Miguel Cabrera Squared Up With Austin Romine","https://wearemitu.com/bad-hombres/yankees-tigers-got-brawl-miguel-cabrera-squared-austin-romine/","https://external.xx.fbcdn.net/safe_image.php?d=AQBp4uNgSvtsebcX&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F08%2F24165039%2Fcabrera-fight.jpg&_nc_hash=AQCn4P2J2d4socEB","2017-08-24 18:00:00","2017-08-24","18:00","183086","371","166618","114217","9737","106444","2","39","32","21","215","33","19","176","1","1831","17","0","746","6","269","269","252","2594","2497","273","10","2","12","0","11","0","8","0","16","13","3","11","10","2","10","12","0.7857","1","0.9286","0.8571","0.7857","0.7857","0.7857","0.7857","0.7857","0.7857","0.7857","0.7857","0.7857","0.7857","0.7857","0.7857","0.7857","0.7857","0.7857","0.7857","0.7857","0.7857","0.7143","0.7143","0.7143","0.6429","0.6429","0.6429","0.6429","0.6429","0.6429","0.5714","0.5714","0.5714","0.5714","0.5714","0.5714","0.5714","0.5714","0.5714","0.3571"
"150424302108405_286189585198542","https://www.facebook.com/150424302108405_286189585198542","video","Not even Hollywood can stop us.","Not even Hollywood can stop us.","https://www.facebook.com/WeAreBadHombres/videos/286189585198542/","https://scontent.xx.fbcdn.net/v/t15.0-10/21076977_286189618531872_2137743246288224256_n.jpg?oh=b06f386c7ea589d0f50adca3b36747b6&oe=5A2B8232","2017-08-24 10:00:00","2017-08-24","10:00","183086","371","9934959","5525068","105306","3496153","789","35048","19198","4826","94831","19237","4037","59783","39","119","152","96835","346356","442","118894","118894","101726","443462","413454","15499","790335","68849","858822","362","821435","22194","507040","104275","1632349","1545492","86857","1047392","1014350","78174","770121","961561","0.6141","1","0.8101","0.7083","0.6686","0.6275","0.5998","0.5848","0.5744","0.5659","0.5561","0.5415","0.5301","0.5242","0.5145","0.4992","0.4862","0.4797","0.4729","0.4677","0.4607","0.4506","0.4403","0.4317","0.412","0.4017","0.3927","0.3831","0.3754","0.3654","0.3561","0.3532","0.3506","0.3418","0.337","0.3314","0.3249","0.3229","0.3208","0.3051","0.0987"
"150424302108405_285799345237566","https://www.facebook.com/150424302108405_285799345237566","link","These are so dope.","These Soapbox Cars Will Either Have You Drooling At The Mouth Or Will Give You Major Nostalgia","https://wearemitu.com/bad-hombres/these-soapbox-cars-will-either-have-you-drooling-at-the-mouth-or-will-give-you-major-nostalgia/","https://external.xx.fbcdn.net/safe_image.php?d=AQC2eLCGI3qB3BNr&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F08%2F21172020%2Fredbull-hero-.jpg&_nc_hash=AQDjkCsDMhLsXWrx","2017-08-22 11:00:00","2017-08-22","11:00","182288","224","46000","29099","2497","27809","4","19","11","7","87","11","3","68","0","195","8","0","316","3","105","105","89","519","537","103","17","1","18","0","18","0","7","0","54","52","2","30","29","1","17","25","0.6415","1","0.9057","0.6792","0.5094","0.4528","0.4151","0.4151","0.3962","0.3585","0.3396","0.3208","0.3208","0.3019","0.3019","0.3019","0.3019","0.3019","0.3019","0.283","0.283","0.283","0.283","0.283","0.283","0.2642","0.2642","0.2642","0.2642","0.2642","0.2264","0.2264","0.2264","0.2075","0.2075","0.1887","0.1321","0.1321","0.1321","0.0943","0.0566"
"150424302108405_285770155240485","https://www.facebook.com/150424302108405_285770155240485","video","Mexicans have their Tequila, Peruvians have their Pisco!","","https://www.facebook.com/WeAreBadHombres/videos/285770155240485/","https://scontent.xx.fbcdn.net/v/t15.0-10/21034099_285771441907023_5314990581049458688_n.jpg?oh=9707cd4254d26e155b8dc138c84f021e&oe=5A1B77C1","2017-08-22 10:00:00","2017-08-22","10:00","182288","224","1433571","884522","49354","843406","201","476","735","1832","3077","756","1631","2601","21","95","64","4601","34328","49","5665","5665","4469","39088","32143","2392","52936","2775","55711","0","55711","10630","18027","111571","292852","288947","3905","105115","101775","3340","37147","64713","0.5301","1","0.7065","0.4602","0.3283","0.2911","0.2695","0.2519","0.234","0.2122","0.1967","0.1902","0.1862","0.1824","0.1788","0.1765","0.1745","0.1708","0.1682","0.1658","0.1628","0.16","0.1561","0.1531","0.1508","0.1484","0.1464","0.1447","0.1411","0.1376","0.1184","0.1047","0.0977","0.094","0.0863","0.0778","0.0722","0.0669","0.0623","0.0561","0.0165"
