status_id,permalink,post_type,sharetext,headline,link,full_picture,created_time,date,hour,page_total_likes,page_new_likes,post_impressions,post_reach,post_reach_fan_unique,post_reach_viral_unique,comments_on_post,likes_on_post,shares_on_post,total_comments,total_likes,total_shares,comments_on_shares,likes_on_shares,shares_on_shares,link_clicks,photo_view,video_play,other_clicks,post_negative_feedback,post_story_adds,post_stories,post_storytellers,post_consumptions,post_engaged_users,post_engaged_fan,post_video_complete_views_30s_autoplayed,post_video_complete_views_30s_clicked_to_play,post_video_complete_views_30s_organic,post_video_complete_views_30s_paid,post_video_complete_views_30s_unique,post_video_avg_time_watched,post_video_complete_views_organic_unique,post_video_length,post_video_views,post_video_views_autoplayed,post_video_views_clicked_to_play,post_video_views_10s_unique,post_video_views_10s_autoplayed,post_video_views_10s_clicked_to_play,post_video_views_10s_sound_on,post_video_views_sound_on,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40
150424302108405_282568922227275,https://www.facebook.com/150424302108405_282568922227275,link,You know it’s real when ya’ll call each other ‘Compa.',Take This Quiz To Find Out If Your Compadre Bond Is As Unbreakable As You Say,https://wearemitu.com/bad-hombres/quiz-how-close-are-you-and-your-compadre/,https://scontent.xx.fbcdn.net/v/t45.1600-4/c20.10.560.292/p600x313/20627944_6069329576203_3375124363647909888_n.png?oh=76a6e48049dafb11ef8ef0ccdabe7a93&oe=5A194A69,14/08/2017 7:00,14/08/2017,7:00,180601,198,106289,74635,4891,70926,2,10,8,10,54,8,8,44,0,419,39,0,433,4,72,72,56,891,809,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150424302108405_283381758812658,https://www.facebook.com/150424302108405_283381758812658,link,"The most annoying question is, '¿Cuando me vas a dar nietos?'",This Is What Every Guy Has To Deal With When They're In Their Mid 20s And Living At Their Parent's House,https://wearemitu.com/bad-hombres/this-is-the-kind-of-pressure-guys-have-to-deal-with-from-their-parents-as-they-start-hitting-their-late-20s/,https://scontent.xx.fbcdn.net/v/t45.1600-4/20862735_6093624634726_565385663734611968_n.png?oh=d9231c1cfc3462bc50f37b7dac703d1e&oe=5A30E2BF,17/08/2017 9:00,17/08/2017,9:00,181213,312,30977,21130,3211,18854,3,22,14,13,84,14,10,62,0,171,22,0,174,3,111,111,94,367,397,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150424302108405_283729515444549,https://www.facebook.com/150424302108405_283729515444549,link,He was only in his second season.,Roberto Aguayo Was Fired And HBO Recorded It All For 'Hard Knocks',https://wearemitu.com/bad-hombres/hbos-hard-knocks-has-brutal-clip-of-roberto-aguayo-being-let-go-from-his-job/,https://scontent.xx.fbcdn.net/v/t45.1600-4/c23.12.750.400/p796x416/20712433_6093678316326_8006343399416266752_n.png?oh=85ce6b4664e4033ae76ec9672fe6e26d&oe=5A134271,17/08/2017 20:00,17/08/2017,20:00,181213,312,323733,221636,14119,210130,5,22,18,66,200,19,61,178,1,5447,52,0,3375,13,285,285,241,8874,7941,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150424302108405_285770155240485,https://www.facebook.com/150424302108405_285770155240485,video,"Mexicans have their Tequila, Peruvians have their Pisco!",,https://www.facebook.com/WeAreBadHombres/videos/285770155240485/,https://scontent.xx.fbcdn.net/v/t15.0-10/21034099_285771441907023_5314990581049458688_n.jpg?oh=9707cd4254d26e155b8dc138c84f021e&oe=5A1B77C1,22/08/2017 10:00,22/08/2017,10:00,182280,224,1382737,850822,48491,813886,191,416,699,1718,2897,713,1527,2481,14,92,51,4019,33178,40,5328,5328,4259,37340,30794,2279,50018,2491,52509,0,52509,10552,16829,111571,277446,274040,3406,99085,96262,2951,34278,59560,0.5284,1,0.7061,0.4591,0.3272,0.2899,0.2683,0.2508,0.2328,0.2112,0.1957,0.1893,0.1853,0.1814,0.1778,0.1755,0.1735,0.1697,0.1672,0.1648,0.1617,0.1589,0.155,0.1519,0.1497,0.1473,0.1453,0.1436,0.1401,0.1365,0.1173,0.1036,0.0965,0.0929,0.0852,0.0767,0.0711,0.066,0.0614,0.0553,0.0162
150424302108405_285799345237566,https://www.facebook.com/150424302108405_285799345237566,link,These are so dope.,These Soapbox Cars Will Either Have You Drooling At The Mouth Or Will Give You Major Nostalgia,https://wearemitu.com/bad-hombres/these-soapbox-cars-will-either-have-you-drooling-at-the-mouth-or-will-give-you-major-nostalgia/,https://external.xx.fbcdn.net/safe_image.php?d=AQC2eLCGI3qB3BNr&url=https%3A%2F%2Fdd2d9j2i66w9u.cloudfront.net%2Fwp-content%2Fuploads%2F2017%2F08%2F21172020%2Fredbull-hero-.jpg&_nc_hash=AQDjkCsDMhLsXWrx,22/08/2017 11:00,22/08/2017,11:00,182280,224,43973,28263,2444,27069,2,7,7,3,62,7,1,55,0,175,8,0,300,3,72,72,62,483,486,88,17,1,18,0,18,0,7,0,54,52,2,30,29,1,17,25,0.6415,1,0.9057,0.6792,0.5094,0.4528,0.4151,0.4151,0.3962,0.3585,0.3396,0.3208,0.3208,0.3019,0.3019,0.3019,0.3019,0.3019,0.3019,0.283,0.283,0.283,0.283,0.283,0.283,0.2642,0.2642,0.2642,0.2642,0.2642,0.2264,0.2264,0.2264,0.2075,0.2075,0.1887,0.1321,0.1321,0.1321,0.0943,0.0566
